normalized_label,country_count,variable_count,countries,variables,examples
fever cough cs private medical,32,42,Angola | Benin | Burkina Faso | Burundi | Camarões | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,Fever/cough: CS private medical | NA - Fever/Cough: CS private medical | NA - Fever/cough: CS private medical | NA-Fever/cough: CS private medical | fever/cough: cs private medical | na - fever/cough: cs private medical | na - na - fever/cough: cs private medical | na -fever/cough: cs private medical
fever cough cs private nurse,2,14,Moçambique | São Tomé e Príncipe,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: cs private nurse
fever cough cs private pf fisa center,1,7,Madagascar,h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: cs private pf/fisa center
fever cough cs private sector,3,35,Congo (República Democrática) | Malaui | Mali,h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6 | h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6 | h32r | h32r_1 | h32r_2 | h32r_3 | h32r_4 | h32r_5 | h32r_6,fever/cough: cs private sector -na | na - fever/cough: cs private sector
fever cough cs private top reseau,1,7,Madagascar,h32q | h32q_1 | h32q_2 | h32q_3 | h32q_4 | h32q_5 | h32q_6,"fever/cough: cs private ""top reseau"""
fever cough cs public company,1,7,Angola,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs public company
fever cough cs public other,1,7,República Centro-Africana,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs public other
fever cough cs public se,13,28,Benin | Camarões | Costa do Marfim | Gana | Madagascar | Malaui | Namíbia | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Tanzânia,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32i | h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,fever/cough: cs public se - na | fever/cough: cs public se - na!
fever cough cs public sec,4,28,Costa do Marfim | Mali | Ruanda | Tanzânia,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32i | h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,fever/cough: cs public sec- na | fever/cough: cs public sec-na
fever cough cs public sect,17,28,Burkina Faso | Camarões | Chade | Comores | Etiópia | Gana | Guiné | Madagascar | Malaui | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia | África do Sul,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32i | h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,fever/cough: cs public sect na | fever/cough: cs public sect-na | fever/cough:cs public sect. na
fever cough cs public sectona,1,28,Nigéria,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32i | h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,fever/cough: cs public sectona
fever cough cs public sector,34,56,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zâmbia | África do Sul,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6 | h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32i | h32i_1 | h32i_2 | h32i_3 | h32i_4 | h32i_5 | h32i_6,Fever/cough: CS public sector | NA - Fever/Cough: CS public sector | NA - Fever/cough: CS public sector | NA-Fever/cough: CS public sector | [na] fever/cough: cs public sector | fever/cough: cs public sector | fever/cough: cs public sector - na | fever/cough: cs public sector -na
fever cough cs public sector comm pharmacy,1,7,Mali,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: cs public sector comm. pharmacy
fever cough cs public sector health hut,1,7,Mali,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: cs public sector health hut
fever cough cs public sector rural maternity,1,7,Mali,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs public sector rural maternity
fever cough cs religious dispensary,1,7,Senegal,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: cs religious dispensary
fever cough cs rural maternity center,1,7,Senegal,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: cs rural maternity center
fever cough csi,1,7,Níger,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,Fever/cough: CSI | fever/cough: csi
fever cough csps,1,7,Burkina Faso,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: csps
fever cough dbc worker,1,7,Ruanda,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: dbc worker
fever cough dispensary,7,56,Burkina Faso | Gabão | Guiné | Madagascar | Ruanda | Tanzânia | Togo,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6 | h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6 | h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,Fever/cough: dispensary | fever/cough: dispensary
fever cough dispensary ci,1,7,Costa do Marfim,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: dispensary {ci}
fever cough dispensary dsdom community agent,1,7,Senegal,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,"fever/cough: dispensary (dsdom), community agent"
fever cough dispensary maternity,1,21,Mali,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | s471e | s471e_1 | s471e_2 | s471e_3 | s471e_4 | s471e_5 | s471e_6,fever/cough: dispensary maternity | fever/cough: dispensary/maternity
fever cough dispensary maternity clinic,1,7,Mali,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: dispensary/maternity clinic
fever cough dispensary nursery,1,7,Togo,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,"fever/cough: dispensary, nursery"
fever cough dist rural hosp,1,7,Zimbábue,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: dist/rural hosp.
fever cough district hospital,4,21,Burundi | Níger | Ruanda | Tanzânia,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6 | h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,Fever/cough: district hospital | fever/cough: district hospital
fever cough district rural hospital,1,7,Zimbábue,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: district/rural hospital
fever cough district rural hospital cs,1,7,Zimbábue,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough: district/rural hospital (cs)
fever cough drug hawker,1,7,Nigéria,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: drug hawker
fever cough drug peddler,1,14,Gana,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,fever/cough: drug peddler
fever cough drug vendor,1,7,Etiópia,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: drug vendor
fever cough drug vendor store,1,7,Etiópia,h32s | h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,fever/cough: drug vendor/store
fever cough drugs seller,2,7,Guiné | Madagascar,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: drugs seller
fever cough drugs vendor,1,7,Senegal,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: drugs vendor
fever cough dumba nengue,1,7,Moçambique,h32s | h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,Fever/cough: Dumba Nengue | fever/cough: dumba nengue
fever cough elementary polyvalent agent ape,1,7,Moçambique,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: elementary polyvalent agent (ape)
fever cough enterprise health centre,1,7,Chade,h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: enterprise health centre
fever cough faith based church mission hospital clinic,1,7,Quênia,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: faith-based/ church/ mission hospital/ clinic
fever cough faith based clinic,1,7,Nigéria,h32nb | h32nb_1 | h32nb_2 | h32nb_3 | h32nb_4 | h32nb_5 | h32nb_6,fever/cough: faith-based clinic
fever cough faith based hospital,1,7,Nigéria,h32na | h32na_1 | h32na_2 | h32na_3 | h32na_4 | h32na_5 | h32na_6,fever/cough: faith-based hospital
fever cough faith based organization,1,7,Libéria,h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: faith-based organization
fever cough faith center,1,7,Mali,h32l | h32l_1 | h32l_2 | h32l_3 | h32l_4 | h32l_5 | h32l_6,fever/cough: faith center
fever cough family friends,2,14,Benin | Burkina Faso,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: family / friends | fever/cough: family/ friends | fever/cough: family/friends
fever cough family planning association of benin abpf,1,7,Benin,h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,Fever/Cough: Family Planning Association of Benin (ABPF) | fever/cough: family planning association of benin (abpf)
fever cough family planning center centre de pf,1,7,Benin,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,"fever/cough: family planning center (""centre de pf"")"
fever cough family planning center fisa,1,14,Madagascar,h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: family planning center (fisa) | fever/cough: family planning center/fisa
fever cough family planning center fisa cs private medical,1,7,Madagascar,h32m | h32m_1 | h32m_2 | h32m_3 | h32m_4 | h32m_5 | h32m_6,Fever/cough: Family Planning Center/FISA (CS private medical) | fever/cough: family planning center/fisa (cs private medical)
fever cough family planning clinic,2,14,Benin | Ruanda,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,fever/cough: family planning clinic
fever cough federal mdical center,1,7,Nigéria,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: federal mdical center
fever cough fever cough community health worker asc relay,1,7,Mali,h32h | h32h_1 | h32h_2 | h32h_3 | h32h_4 | h32h_5 | h32h_6,fever/cough: fever/cough: community health worker (asc)/relay
fever cough field worker,2,14,Camarões | Costa do Marfim,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: field worker
fever cough fieldworker,4,35,Burundi | Gana | Gâmbia | Nigéria,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6 | h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6,Fever/cough: fieldworker | fever/cough: fieldworker
fever cough fieldworker communauty,1,7,Burkina Faso,h32s | h32s_1 | h32s_2 | h32s_3 | h32s_4 | h32s_5 | h32s_6,Fever/cough: fieldworker communauty | fever/cough: fieldworker communauty
fever cough fieldworker community health worker,2,21,Gana | Togo,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: fieldworker/community health worker
fever cough fieldworker vhw,1,7,Gâmbia,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: fieldworker/vhw
fever cough fp ppag clinic,1,14,Gana,h32o | h32o_1 | h32o_2 | h32o_3 | h32o_4 | h32o_5 | h32o_6 | h32p | h32p_1 | h32p_2 | h32p_3 | h32p_4 | h32p_5 | h32p_6,fever/cough: fp/ppag clinic
fever cough fpg ppag clinic,1,7,Gana,h32n | h32n_1 | h32n_2 | h32n_3 | h32n_4 | h32n_5 | h32n_6,fever/cough: fpg/ppag clinic
fever cough free mobile clinic,1,7,Nigéria,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: free mobile clinic
fever cough friend family,1,7,Madagascar,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: friend/family
fever cough friend family member cs other sector,1,7,Madagascar,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,"Fever/cough: Friend, family member (CS Other sector) | fever/cough: friend, family member (cs other sector)"
fever cough friend parent,1,7,Guiné,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: friend/parent
fever cough friend relative,5,21,Chade | Malaui | Quênia | Ruanda | Zimbábue,h32t | h32t_1 | h32t_2 | h32t_3 | h32t_4 | h32t_5 | h32t_6 | h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,Fever/cough: Friend / relative | fever/cough: friend / relative | fever/cough: friend /relative | fever/cough: friend/ relative | fever/cough: friend/relative
fever cough friends family,3,14,Benin | Camarões | Chade,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,fever/cough: friends & family | fever/cough: friends/family
fever cough friends relatives,7,21,Camarões | Chade | Comores | Mali | Quênia | Senegal | Zâmbia,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6 | h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6 | h32w | h32w_1 | h32w_2 | h32w_3 | h32w_4 | h32w_5 | h32w_6,"Fever/cough: friends/relatives | fever/cough: friends/relatives | na - fever/cough: friends, relatives"
fever cough friends relatives cs other sector,1,7,Benin,h32v | h32v_1 | h32v_2 | h32v_3 | h32v_4 | h32v_5 | h32v_6,"Fever/Cough: Friends, relatives (CS other sector) | fever/cough: friends, relatives (cs other sector)"
fever cough general dealer supermarket,1,7,Zimbábue,h32u | h32u_1 | h32u_2 | h32u_3 | h32u_4 | h32u_5 | h32u_6,fever/cough: general dealer/supermarket
fever cough general hispital,1,7,Nigéria,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: general hispital
fever cough general reference hospital,1,7,Congo (República Democrática),h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: general reference hospital
fever cough goverment health center,1,7,África do Sul,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: goverment health center
fever cough govern phar,1,7,Camarões,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: govern. phar - na
fever cough govern pharmacy,1,7,Chade,h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough: govern. pharmacy
fever cough governement health center,2,14,Burkina Faso | Burundi,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6 | h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,Fever/cough: governement health center | fever/cough: governement health center
fever cough government cbd worker,1,7,Tanzânia,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,fever/cough  :government cbd worker
fever cough government center,1,7,Libéria,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,Fever/cough: Government center | fever/cough: government center
fever cough government centre social,1,7,Benin,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,Fever/Cough: Government 'Centre Social' | fever/cough: government 'centre social'
fever cough government clinic,2,14,Gana | Libéria,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: government clinic
fever cough government clinic comm health centre,1,7,África do Sul,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: government clinic/comm. health centre
fever cough government community health volunteer,1,7,Libéria,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,Fever/cough: Government community health volunteer | fever/cough: government community health volunteer
fever cough government community health worker,1,7,Benin,h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,Fever/Cough: Government community health worker | fever/cough: government community health worker
fever cough government community health worker fieldworker,1,7,Nigéria,h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6,fever/cough: government community health worker/fieldworker
fever cough government dispensary,2,21,Quênia | Tanzânia,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32f | h32f_1 | h32f_2 | h32f_3 | h32f_4 | h32f_5 | h32f_6,fever/cough  :government dispensary | fever/cough: government  dispensary | fever/cough: government dispensary
fever cough government district hospital,1,7,Tanzânia,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough  :government district hospital
fever cough government family planning clinic,1,7,Benin,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,Fever/Cough: Government family planning clinic | fever/cough: government family planning clinic
fever cough government field worker,1,7,Benin,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,Fever/Cough: Government field worker | fever/cough: government field worker
fever cough government filter clinic,1,7,Lesoto,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: government filter clinic
fever cough government h,2,7,Senegal | Tanzânia,h32a | h32a_1 | h32a_2 | h32a_3 | h32a_4 | h32a_5 | h32a_6,fever/cough: government h - na
fever cough government health care clinic,1,7,Namíbia,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: government health care clinic
fever cough government health center,26,21,Benin | Burkina Faso | Burundi | Camarões | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Namíbia | Nigéria | Quênia | Senegal | Serra Leoa | Tanzânia | Togo | Zâmbia,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6 | h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,Fever/Cough: Government health center | Fever/cough: government health center | fever/cough  :government health center | fever/cough: government  health center | fever/cough: government health center
fever cough government health center clinic,1,7,Gana,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: government health center/clinic
fever cough government health center integrated health center dispensary,1,7,Camarões,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough:government health center/integrated health center/dispensary
fever cough government health center post,1,7,Zâmbia,h32b | h32b_1 | h32b_2 | h32b_3 | h32b_4 | h32b_5 | h32b_6,fever/cough: government health center/post
fever cough government health clinic,1,7,Libéria,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,Fever/cough: Government health clinic | fever/cough: government health clinic
fever cough government health post,17,28,Burkina Faso | Burundi | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Guiné | Gâmbia | Libéria | Madagascar | Mali | Nigéria | Senegal | Serra Leoa | Togo | Zâmbia,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6 | h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6 | h32e | h32e_1 | h32e_2 | h32e_3 | h32e_4 | h32e_5 | h32e_6 | h32g | h32g_1 | h32g_2 | h32g_3 | h32g_4 | h32g_5 | h32g_6,Fever/cough: government health post | fever/cough: government health post
fever cough government health post chps,1,7,Gana,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: government health post/chps
fever cough government health post clinic,1,7,Libéria,h32c | h32c_1 | h32c_2 | h32c_3 | h32c_4 | h32c_5 | h32c_6,fever/cough: government health post/clinic
fever cough government health post hew,1,7,Etiópia,h32d | h32d_1 | h32d_2 | h32d_3 | h32d_4 | h32d_5 | h32d_6,fever/cough: government health post/hew
